#ID,INTERNALNAME,Name,Type,Appeal,Jamming,Effect,"description"
417,FLAIL,Flail,Cute,1,0,023,"It works better the later it is performed."
418,FRUSTRATION,Frustration,Cute,1,0,031,"Gets the crowd going!"
419,GUILLOTINE,Guillotine,Cool,2,1,012,"Badly startles all Pokemon that made good appeals."
383,HIDDENPOWER,Hidden Power,Smart,3,0,015,"Can be repeatedly used without boring the judge."
420,HORNDRILL,Horn Drill,Cool,2,1,012,"Badly startles all Pokemon that made good appeals."
421,NATURALGIFT,Natural Gift,Cool,2,0,021,"The appeal works great if performed last."
422,PRESENT,Present,Cute,4,0,038,"Works better the less the crowd is excited."
423,RETURN,Return,Cute,1,0,031,"Gets the crowd going!"
424,SONICBOOM,SonicBoom,Cool,2,0,025,"Works well if its the same type as the one before."
425,SPITUP,Spit Up,Tough,4,0,000,"A highly appealing move."
426,SUPERFANG,Super Fang,Tough,3,0,000,"A highly appealing move."
427,TRUMPCARD,Trump Card,Cool,1,0,039,"Appeal is better the later the round."
428,WRINGOUT,Wring Out,Smart,2,0,040,"Works better if the last appeal was good."
429,ACUPRESSURE,Acupressure,Cool,0,0,027,"User earns double the score in it's next appeal."
430,AFTERYOU,After You,Cute,2,0,011,"The user will appeal later in the next turn."
431,ASSIST,Assist,Cute,1,0,028,"Increases the users appeal by varying amounts."
432,ATTRACT,Attract,Cute,2,0,017,"Makes all Pokemon after the user nervous."
433,BATONPASS,Baton Pass,Cute,2,0,017,"Makes all Pokemon after the user nervous."
434,BELLYDRUM,Belly Drum,Cute,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
435,BESTOW,Bestow,Cute,2,0,036,"Increases if crowd excitement increases."
436,BLOCK,Block,Cute,2,0,017,"Makes all Pokemon after the user nervous."
437,CAMOUFLAGE,Camouflage,Smart,3,0,029,"The appeal performs well if the last Pokemon's didn't."
438,CAPTIVATE,Captivate,Beauty,2,0,013,"Temporarily stops the crowd from growing excited."
121,CHARM,Charm,Cute,2,1,006,"Startles the Pokemon that made a same-type appeal."
441,CONVERSION,Conversion,Beauty,2,0,001,"Can avoid being startled by others once."
442,CONVERSION2,Conversion 2,Beauty,2,0,001,"Can avoid being startled by others once."
443,COPYCAT,Copycat,Cool,1,0,034,"Earns the same amount as the last appeal."
444,DEFENSECURL,Defense Curl,Cute,2,0,001,"Can avoid being startled by others once."
445,DISABLE,Disable,Smart,2,0,017,"Makes all Pokemon after the user nervous."
446,DOUBLETEAM,Double Team,Cool,2,0,001,"Can avoid being startled by others once."
447,ENCORE,Encore,Cute,2,0,017,"Makes all Pokemon after the user nervous."
448,ENDURE,Endure,Tough,2,0,001,"Can avoid being startled by others once."
449,ENTRAINMENT,Entrainment,Cute,2,0,036,"Increases if crowd excitement increases."
450,FLASH,Flash,Beauty,3,0,017,"Makes all Pokemon after the user nervous."
451,FOCUSENERGY,Focus Energy,Cool,1,3,005,"Badly startles those that have made appeals."
452,FOLLOWME,Follow Me,Cute,2,0,024,"Scrambles the order of appeals on the next turn."
453,FORESIGHT,Foresight,Tough,3,0,026,"The next appeal can be made later next turn."
454,GLARE,Glare,Tough,1,3,005,"Badly startles those that have made appeals."
455,GROWL,Growl,Cute,2,0,021,"The appeal works great if performed last."
456,GROWTH,Growth,Beauty,1,0,004,"Ups the user condition.  Helps prevent nervousness."
458,HARDEN,Harden,Tough,2,0,001,"Can avoid being startled by others once,"
459,HEALBELL,Heal Bell,Beauty,2,0,021,"The appeal works great if performed last."
460,HELPINGHAND,Helping Hand,Smart,2,0,017,"Makes all Pokemon after the user nervous."
462,HOWL,Howl,Cool,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
464,LEER,Leer,Cool,3,0,13,"Temporarily stops the crowd from growing excited."
465,LOCKON,Lock-On,Smart,3,0,13,"Temporarily stops the crowd from growing excited."
466,LOVELYKISS,Lovely Kiss,Beauty,2,0,13,"Temporarily stops the crowd from growing excited."
467,LUCKYCHANT,Lucky Chant,Cute,2,0,001,"Can avoid being startled by others once,"
468,MEFIRST,Me First,Cute,2,0,003,"The next appeal can be made earlier next turn."
469,MEANLOOK,Mean Look,Beauty,2,0,017,"Makes all Pokemon after the user nervous."
470,METRONOME,Metronome,Cute,2,0,024,"Scrambles the order of appeals on the next turn."
471,MILKDRINK,Milk Drink,Cute,1,0,033,"Does better based on crowd excitement."
472,MIMIC,Mimic,Cute,1,0,034,"Earns the same amount as the last appeal."
473,MINDREADER,Mind Reader,Smart,3,0,013,"Temporarily stops the crowd from growing excited."
474,MINIMIZE,Minimize,Cute,2,0,001,"Can avoid being startled by others once."
128,MOONLIGHT,Moonlight,Beauty,1,0,020,"The appeals quality depends on its timing."
475,MORNINGSUN,Morning Sun,Beauty,1,0,020,"The appeals quality depends on its timing."
476,NATUREPOWER,Nature Power,Beauty,1,0,033,"Does better based on crowd excitement."
478,ODORSLEUTH,Odor Sleuth,Smart,3,0,032,"Removes a star from Pokemon that have appealed already."
479,PAINSPLIT,Pain Split,Smart,2,1,005,"Startles those that have made appeals."
480,PERISHSONG,Perish Song,Beauty,2,1,012,"Badly startles all Pokemon that made good appeals."
482,PROTECT,Protect,Cute,1,0,002,"Can avoid being startled by others."
483,PSYCHUP,Psych Up,Smart,0,0,027,"User earns double the score in it's next appeal."
484,RECOVER,Recover,Smart,1,0,041,"Appeal equals the crowd excitement."
485,RECYCLE,Recycle,Smart,1,0,034,"Earns the same amount as the last appeal."
486,REFLECTTYPE,Reflect Type,Smart,2,2,032,"Startles the Pokemon who used the same move type."
487,REFRESH,Refresh,Cute,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
488,ROAR,Roar,Cool,2,0,017,"Makes all Pokemon after the user nervous."
489,SAFEGUARD,Safeguard,Beauty,2,0,002,"Can avoid being startled by others."
490,SCARYFACE,Scary Face,Tough,2,1,007,"Startles the Pokemon that has the judge's attention."
491,SCREECH,Screech,Smart,2,1,005,"Badly startles those that have made appeals."
492,SHARPEN,Sharpen,Cute,0,0,027,"User earns double the score in it's next appeal."
493,SHELLSMASH,Shell Smash,Cool,2,0,027,"User earns double the score in it's next appeal."
494,SIMPLEBEAM,Simple Beam,Cool,4,0,000,"A highly appealing move."
495,SING,Sing,Cute,2,0,017,"Makes all Pokemon after the user nervous."
496,SKETCH,Sketch,Smart,1,0,034,"Earns the same amount as the last appeal."
497,SLACKOFF,Slack Off,Cute,1,0,023,"It works better the later it is performed."
498,SLEEPTALK,Sleep Talk,Cute,3,0,015,"Can be repeatedly used without boring the judge."
499,SMOKESCREEN,SmokeScreen,Smart,3,0,024,"Scrambles the order of appeals on the next turn."
500,SOFTBOILED,Softboiled,Beauty,1,0,041,"Appeal equals the crowd excitement."
501,SPLASH,Splash,Cute,2,0,021,"The appeal works great if performed last."
503,STOCKPILE,Stockpile,Tough,2,0,001,"Can avoid being startled by others once."
504,SUBSTITUTE,Substitute,Smart,2,0,002,"Can avoid being startled by others."
505,SUPERSONIC,Supersonic,Smart,3,0,024,"Scrambles the order of appeals on the next turn."
506,SWAGGER,Swagger,Cute,2,0,014,"The appeal works great if performed first."
507,SWALLOW,Swallow,Tough,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
129,SWEETKISS,Sweet Kiss,Cute,2,0,001,"Can avoid being startled by others once."
508,SWEETSCENT,Sweet Scent,Cute,1,3,005,"Badly startles those that have made appeals."
509,SWORDSDANCE,Swords Dance,Beauty,1,0,004,"Ups the user condition.  Helps prevent nervousness."
510,TAILWHIP,Tail Whip,Cute,2,0,021,"The appeal works great if performed last."
512,TEETERDANCE,Teeter Dance,Cute,4,4,005,"Badly startles those that have made appeals."
513,TICKLE,Tickle,Cute,3,0,032,"Removes a star from Pokemon that have appealed already."
514,TRANSFORM,Transform,Smart,1,0,034,"Earns the same amount as the last appeal."
515,WHIRLWIND,Whirlwind,Smart,3,0,024,"Scrambles the order of appeals on the next turn."
516,WISH,Wish,Cute,3,0,013,"Temporarily stops the crowd from growing excited."
517,WORKUP,Work Up,Tough,2,0,003,"The next appeal can be made earlier next turn."
518,YAWN,Yawn,Cute,2,0,017,"Makes all Pokemon after the user nervous."
520,GUNKSHOT,Gunk Shot,Cool,4,0,000,"A highly appealing move."
521,SLUDGEWAVE,Sludge Wave,Tough,1,4,008,"Badly startles the Pokemon in front."
522,SLUDGEBOMB,Sludge Bomb,Tough,2,1,007,"Startles the Pokemon that has the judge's attention."
523,POISONJAB,Poison Jab,Smart,2,3,008,"Badly startles the Pokemon in front."
524,CROSSPOISON,Cross Poison,Smart,2,4,005,"Badly startles the Pokemon that have made appeals."
525,SLUDGE,Sludge,Tough,1,4,008,"Badly startles the Pokemon in front."
526,VENOSHOCK,Venoshock,Smart,3,1,005,"Badly startles those that have made appeals."
527,CLEARSMOG,Clear Smog,Tough,1,3,005,"Badly startles those that have made appeals."
529,POISONTAIL,Poison Tail,Smart,3,0,032,"Removes a star from Pokemon that have appealed already."
530,ACID,Acid,Smart,2,3,005,"Badly startles those that have made appeals."
531,ACIDSPRAY,Acid Spray,Smart,3,1,005,"Badly startles those that have made appeals."
532,SMOG,Smog,Tough,1,3,005,"Badly startles those that have made appeals."
533,POISONSTING,Poison Sting,Smart,2,3,008,"Badly startles the Pokemon in front."
534,ACIDARMOR,Acid Armor,Tough,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
536,COIL,Coil,Smart,2,0,001,"Can avoid being startled by others once."
537,GASTROACID,Gastro Acid,Beauty,2,0,013,"Temporarily stops the crowd from growing excited."
538,POISONGAS,Poison Gas,Smart,3,0,032,"Removes a star from Pokemon that have appealed already."
539,POISONPOWDER,PoisonPowder,Smart,3,0,022,"Worsens the condition of those that made appeals."
541,TOXIC,Toxic,Smart,3,0,032,"Removes a star from Pokemon that have appealed already."
542,TOXICSPIKES,Toxic Spikes,Smart,2,0,017,"Makes all Pokemon after the user nervous."
546,PSYCHOBOOST,Psycho Boost,Smart,6,0,010,"After this move, the user is more easily startled."
549,DREAMEATER,Dream Eater,Smart,2,2,005,"Badly startles those that have made appeals."
547,FUTURESIGHT,Future Sight,Smart,3,0,013,"Temporarily stops the crowd from growing excited."
551,PSYSTRIKE,Psystrike,Smart,1,3,005,"Badly startles those that have made appeals."
552,PSYCHIC,Psychic,Smart,1,3,005,"Badly startles those that have made appeals."
554,EXTRASENSORY,Extrasensory,Cool,1,4,005,"Badly startles those that have made appeals."
556,PSYSHOCK,Psyshock,Smart,3,0,017,"Makes all Pokemon after the user nervous."
557,ZENHEADBUTT,Zen Headbutt,Beauty,2,0,021,"The appeal works great if performed last."
558,LUSTERPURGE,Luster Purge,Smart,2,3,005,"Badly startles those that have made appeals."
559,MISTBALL,Mist Ball,Smart,1,4,008,"Badly startles the Pokemon in front."
560,PSYCHOCUT,Psycho Cut,Smart,2,0,014,"The appeal works great if performed first."
548,SYNCHRONOISE,Synchronoise,Smart,1,0,041,"Appeal equals the crowd excitement."
561,PSYBEAM,Psybeam,Beauty,3,0,024,"Scrambles the order of appeals on the next turn."
562,HEARTSTAMP,Heart Stamp,Smart,2,0,014,"The appeal works great if performed first."
563,CONFUSION,Confusion,Smart,2,3,005,"Badly startles those that have made appeals."
565,MIRRORCOAT,Mirror Coat,Beauty,2,0,001,"Can avoid being startled by others once."
566,PSYWAVE,Psywave,Smart,2,1,012,"Badly startles all Pokemon that made good appeals."
564,STOREDPOWER,Stored Power,Smart,3,1,005,"Startles those that have made appeals."
567,AGILITY,Agility,Cool,3,0,003,"The appeal can be made earlier next turn."
568,ALLYSWITCH,Ally Switch,Smart,2,0,001,"Can avoid being startled by others once."
569,AMNESIA,Amnesia,Cute,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
570,BARRIER,Barrier,Cool,1,0,002,"Can avoid being startled by others."
571,CALMMIND,Calm Mind,Smart,2,0,001,"Can avoid being startled by others once."
572,COSMICPOWER,Cosmic Power,Cool,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
573,GRAVITY,Gravity,Beauty,2,0,013,"Temporarily stops the crowd from growing excited."
574,GUARDSPLIT,Guard Split,Cool,2,0,001,"Can avoid being startled by others once."
575,GUARDSWAP,Guard Swap,Cute,4,0,038,"Works better the less the crowd is excited."
576,HEALBLOCK,Heal Block,Cute,2,0,013,"Temporarily stops the crowd from growing excited."
577,HEALPULSE,Heal Pulse,Cute,4,0,000,"A highly appealing move."
578,HEALINGWISH,Healing Wish,Cute,1,0,041,"Appeal equals the crowd excitement."
579,HEARTSWAP,Heart Swap,Cool,4,0,038,"Works better the less the crowd is excited."
580,HYPNOSIS,Hypnosis,Smart,1,3,005,"Badly startles those that have made appeals."
581,IMPRISON,Imprison,Smart,3,0,032,"Removes a star from Pokemon that have appealed already."
583,KINESIS,Kinesis,Smart,3,0,013,"Temporarily stops the crowd from growing excited."
584,LIGHTSCREEN,Light Screen,Beauty,1,0,002,"Can avoid being startled by others."
585,LUNARDANCE,Lunar Dance,Beauty,1,0,041,"Appeal equals the crowd excitement."
586,MAGICCOAT,Magic Coat,Beauty,1,0,002,"Can avoid being startled by others."
587,MAGICROOM,Magic Room,Smart,3,0,002,"Can avoid being startled by others."
588,MEDITATE,Meditate,Beauty,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
589,MIRACLEEYE,Miracle Eye,Cute,1,0,040,"Works better if the last appeal was good."
590,POWERSPLIT,Power Split,Cool,1,0,034,"Earns the same amount as the last appeal."
591,POWERSWAP,Power Swap,Beauty,4,0,038,"Works better the less the crowd is excited."
592,POWERTRICK,Power Trick,Cool,4,0,038,"Works better the less the crowd is excited."
594,PSYCHOSHIFT,Psycho Shift,Cool,2,0,040,"Works better if the last appeal was good."
595,REFLECT,Reflect,Smart,1,0,002,"Can avoid being startled by others."
596,REST,Rest,Cute,2,0,001,"Can avoid being startled by others once."
597,ROLEPLAY,Role Play,Cute,1,0,030,"Earns half as much as the previous Pokemon's appeal."
598,SKILLSWAP,Skill Swap,Smart,1,0,030,"Earns half as much as the previous Pokemon's appeal."
600,TELEKINESIS,Telekinesis,Smart,2,0,034,"Earns the same amount as the last appeal."
601,TELEPORT,Teleport,Cool,1,0,002,"Can avoid being startled by others."
602,TRICK,Trick,Smart,2,0,025,"Works well if its the same type as the one before."
603,TRICKROOM,Trick Room,Cute,2,0,024,"Scrambles the order of appeals on the next turn."
604,WONDERROOM,Wonder Room,Smart,3,0,003,"The next appeal can be made earlier next turn."
605,HEADSMASH,Head Smash,Tough,6,0,010,"After this move, the user is more easily startled."
606,ROCKWRECKER,Rock Wrecker,Tough,6,0,010,"After this move, the user is more easily startled."
608,STONEEDGE,Stone Edge,Tough,2,0,036,"Increases if crowd excitement increases."
610,ROCKSLIDE,Rock Slide,Tough,1,3,005,"Badly startles those that have made appeals."
609,POWERGEM,Power Gem,Beauty,4,0,000,"An appealing move."
611,ANCIENTPOWER,AncientPower,Tough,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
613,ROCKTHROW,Rock Throw,Tough,2,0,025,"Works well if its the same type as the one before."
612,ROCKTOMB,Rock Tomb,Smart,3,0,013,"Temporarily stops the crowd from growing excited."
614,SMACKDOWN,Smack Down,Tough,3,1,007,"Startles the Pokemon that has the judges attention."
616,ROLLOUT,Rollout,Tough,3,0,013,"Temporarily stops the crowd from growing excited."
617,ROCKBLAST,Rock Blast,Tough,2,0,015,"Can be repeatedly used without boring the judge."
618,ROCKPOLISH,Rock Polish,Tough,2,0,003,"The next appeal can be made earlier next turn."
619,SANDSTORM,Sandstorm,Tough,3,0,024,"Scrambles the order of appeals on the next turn."
620,STEALTHROCK,Stealth Rock,Cool,2,0,013,"Temporarily stops the crowd from growing excited."
621,WIDEGUARD,Wide Guard,Cool,2,0,001,"Can avoid being startled by others once."
622,DOOMDESIRE,Doom Desire,Cool,2,0,014,"The appeal works great if performed first."
623,IRONTAIL,Iron Tail,Cool,1,4,008,"Badly startles the Pokemon in front."
625,METEORMASH,Meteor Mash,Cool,2,0,025,"Works well if its the same type as the one before."
627,FLASHCANNON,Flash Cannon,Smart,2,0,014,"The appeal works great if performed first."
628,IRONHEAD,Iron Head,Cool,1,4,008,"Badly startles the Pokemon in front."
630,STEELWING,Steel Wing,Cool,2,0,025,"Works well if its the same type as the one before."
632,MIRRORSHOT,Mirror Shot,Cute,2,0,014,"The appeal works great if performed first."
633,MAGNETBOMB,Magnet Bomb,Cool,4,0,000,"A highly appealing move."
634,GEARGRIND,Gear Grind,Smart,2,0,003,"The next appeal can be made earlier next turn."
635,METALCLAW,Metal Claw,Cool,4,0,000,"A highly appealing move."
636,BULLETPUNCH,Bullet Punch,Smart,2,0,003,"The next appeal can be made earlier next turn."
637,GYROBALL,Gyro Ball,Beauty,2,0,021,"The appeal works great if performed last."
638,HEAVYSLAM,Heavy Slam,Tough,4,0,000,"A highly appealing move."
639,METALBURST,Metal Burst,Beauty,2,0,003,"The next appeal can be made earlier next turn."
640,AUTOTOMIZE,Autotomize,Cool,3,0,003,"The next appeal can be made earlier next turn."
642,IRONDEFENSE,Iron Defense,Tough,1,0,002,"Can avoid being startled by others."
644,METALSOUND,Metal Sound,Smart,1,3,005,"Badly startles those that have made appeals."
645,SHIFTGEAR,Shift Gear,Cool,3,0,003,"The next appeal can be made earlier next turn."
646,HYDROCANNON,Hydro Cannon,Beauty,2,0,040,"Works better if the last appeal was good."
647,WATERSPOUT,Water Spout,Beauty,1,0,023,"It works better the later it is performed."
648,HYDROPUMP,Hydro Pump,Beauty,4,0,000,"A highly appealing move."
653,MUDDYWATER,Muddy Water,Tough,2,0,007,"Startles the Pokemon that has the judges attention."
655,SURF,Surf,Beauty,3,0,009,"Affected by how well the appeal in front goes."
652,AQUATAIL,Aqua Tail,Cute,3,0,000,"An appealing move."
651,CRABHAMMER,Crabhammer,Tough,3,0,009,"Affected by how well the appeal in front goes."
657,DIVE,Dive,Beauty,2,0,001,"Can avoid being startled by others once."
658,SCALD,Scald,Beauty,3,1,005,"Badly startles those that have made appeals."
660,WATERFALL,Waterfall,Tough,2,0,021,"The appeal works great if performed last."
661,RAZORSHELL,Razor Shell,Beauty,3,1,005,"Badly startles those that have made appeals."
662,BRINE,Brine,Smart,2,0,036,"Increases if crowd excitement increases."
663,BUBBLEBEAM,BubbleBeam,Beauty,1,3,005,"Badly startles those that have made appeals."
664,OCTAZOOKA,Octazooka,Tough,2,0,036,"Increases if crowd excitement increases."
665,WATERPULSE,Water Pulse,Beauty,3,0,024,"Scrambles the order of appeals on the next turn."
659,WATERPLEDGE,Water Pledge,Cute,4,0,000,"A highly appealing move."
666,AQUAJET,Aqua Jet,Beauty,2,0,003,"The next appeal can be made earlier next turn."
668,WATERGUN,Water Gun,Cute,4,0,000,"A highly appealing move."
669,CLAMP,Clamp,Tough,3,0,013,"Temporarily stops the crowd from growing excited."
670,WHIRLPOOL,Whirlpool,Beauty,3,0,013,"Temporarily stops the crowd from growing excited."
667,BUBBLE,Bubble,Cute,2,2,005,"Badly startles those that have made appeals."
672,AQUARING,Aqua Ring,Beauty,1,0,033,"Does better based on crowd excitement."
673,RAINDANCE,Rain Dance,Tough,1,0,019,"The appeal works the best the more the crowd is excited."
674,SOAK,Soak,Beauty,2,0,025,"Works well if its the same type as the one before."
675,WATERSPORT,Water Sport,Cute,4,0,000,"A highly appealing move."
676,WITHDRAW,Withdraw,Cute,2,0,013,"Temporarily stops the crowd from growing excited."
677,SHADOWBOLT,Shadow Bolt,Cool,4,0,000,"A highly appealing move."
678,SHADOWBREAK,Shadow Break,Cool,4,0,000,"A highly appealing move."
679,SHADOWCHILL,Shadow Chill,Cool,4,0,000,"A highly appealing move."
680,SHADOWFIRE,Shadow Fire,Cool,4,0,000,"A highly appealing move."
681,SHADOWRAVE,Shadow Rave,Cool,4,0,000,"A highly appealing move."
682,SHADOWRUSH,Shadow Rush,Cool,4,0,000,"A highly appealing move."
683,SHADOWWAVE,Shadow Wave,Cool,4,0,000,"A highly appealing move."
684,SHADOWBLITZ,Shadow Blitz,Cool,4,0,000,"A highly appealing move."
685,SHADOWDOWN,Shadow Down,Cool,4,0,000,"A highly appealing move."
686,SHADOWHALF,Shadow Half,Cool,4,0,000,"A highly appealing move."
687,SHADOWHOLD,Shadow Hold,Cool,4,0,000,"A highly appealing move."
688,SHADOWMIST,Shadow Mist,Cool,4,0,000,"A highly appealing move."
689,SHADOWPANIC,Shadow Panic,Cool,4,0,000,"A highly appealing move."
690,SHADOWSHED,Shadow Shed,Cool,4,0,000,"A highly appealing move."
691,SHADOWSKY,Shadow Sky,Cool,4,0,000,"A highly appealing move."
692,SHADOWEND,Shadow End,Cool,4,0,000,"A highly appealing move."
693,SHADOWSTORM,Shadow Storm,Cool,4,0,000,"A highly appealing move."
694,SHADOWBLAST,Shadow Blast,Cool,4,0,000,"A highly appealing move."
#-------------------------------
#Adding missing moves#
#-------------------------------
14,FELLSTINGER,Fell Stinger,Cool,1,0,019,"The appeal works the best the more the crowd is excited."
19,INFESTATION,Infestation,Cute,3,0,013,"Temporarily stops the crowd from growing excited."
22,POWDER,Powder,Smart,4,0,013,"Temporarily stops the crowd from growing excited."
26,STICKYWEB,Sticky Web,Tough,2,1,007,"Startles the Pokemon that has the judges attention."
#------------------------------
29,HYPERSPACEFURY,Hyperspace Fury,Tough,3,0,014,"The appeal works great if performed first."
31,DARKESTLARIAT,Darkest Lariat,Tough,2,2,007,"Startles the Pokemon that has the judges attention."
35,THROATCHOP,Throat Chop,Tough,1,3,005,"Badly startles those that have made appeals."
41,BRUTALSWING,Brutal Swing,Cool,3,0,024,"Scrambles the order of appeals on the next turn."
49,POWERTRIP,Power Trip,Smart,0,0,027,"User earns double the score in it's next appeal."
58,PARTINGSHOT,Parting Shot,Cool,3,0,021,"The appeal works great if performed last."
63,TOPSYTURVY,Topsy-Turvy,Smart,3,0,024,"Scrambles the order of appeals on the next turn."
#-----------------------------
68,CLANGINGSCALES,Clanging Scales,Tough,2,0,017,"Makes all Pokemon after the user nervous."
69,COREENFORCER,Core Enforcer,Tough,2,2,007,"Startles the Pokemon that has the judges attention."
72,DRAGONHAMMER,Dragon Hammer,Cool,2,0,014,"The appeal works great if performed first."
#-----------------------------
86,PLASMAFISTS,Plasma Fists,Smart,2,0,025,"Works well if its the same type as the one before."
90,ZINGZAP,Zing Zap,Cool,1,3,005,"Badly startles those that have made appeals."
93,PARABOLICCHARGE,Parabolic Charge,Smart,1,0,034,"Earns the same amount as the last appeal."
100,NUZZLE,Nuzzle,Cute,2,1,006,"Startles Pokemon that made the same type appeal."
103,EERIEIMPULSE,Eerie Impulse,Smart,1,3,005,"Startles the Pokemon that appealed before the user."
104,ELECTRICTERRAIN,Electric Terrain,Smart,3,0,014,"The appeal works great if performed first."
105,ELECTRIFY,Electrify,Smart,2,1,006,"Startles Pokemon that made the same type appeal."
106,IONDELUGE,Ion Deluge,Beauty,3,0,013,"Temporarily stops the crowd from growing excited."
108,MAGNETICFLUX,Magnetic Flux,Smart,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
#-----------------------------
110,LIGHTOFRUIN,Light of Ruin,Beauty,6,0,010,"After this move, the user is more easily startled."
111,FLEURCANNON,Fleur Cannon,Beauty,2,3,005,"Badly startles those that have made appeals."
112,MOONBLAST,Moonblast,Beauty,1,4,005,"Startles the Pokemon that appealed before the user."
113,PLAYROUGH,Play Rough,Cute,3,0,032,"Removes a star from Pokemon that have appealed already."
114,DAZZLINGGLEAM,Dazzling Gleam,Beauty,4,0,000,"A highly appealing move."
115,DRAININGKISS,Draining Kiss,Cute,1,0,034,"Earns the same amount as the last appeal."
116,DISARMINGVOICE,Disarming Voice,Cute,2,0,014,"The appeal works great if performed first."
117,FAIRYWIND,Fairy Wind,Beauty,4,0,000,"A highly appealing move."
118,NATURESMADNESS,Nature's Madness,Beauty,3,0,024,"Scrambles the order of appeals on the next turn."
119,AROMATICMIST,Aromatic Mist,Beauty,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
120,BABYDOLLEYES,Baby-Doll Eyes,Cute,3,0,003,"The next appeal can be made earlier next turn."
122,CRAFTYSHIELD,Crafty Shield,Smart,3,0,014,"The appeal works great if performed first."
123,FAIRYLOCK,Fairy Lock,Smart,3,0,013,"Temporarily stops the crowd from growing excited."
124,FLORALHEALING,Floral Healing,Beauty,2,0,001,"Can avoid being startled by others once."
125,FLOWERSHIELD,Flower Shield,Beauty,1,0,002,"Can avoid being startled by others."
126,GEOMANCY,Geomancy,Beauty,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
127,MISTYTERRAIN,Misty Terrain,Beauty,3,0,014,"The appeal works great if performed first."
#-------------------------------
137,FLYINGPRESS,Flying Press,Tough,2,0,015,"Can be repeatedly used without boring the judge."
157,POWERUPPUNCH,Power-Up Punch,Tough,1,0,025,"Works well if its the same type as the one before."
170,MATBLOCK,Mat Block,Cool,1,3,005,"Badly startles those that have made appeals."
#-------------------------------
175,MINDBLOWN,Mind Blown,Smart,6,0,010,"After this move, the user is more easily startled."
176,SHELLTRAP,Shell Trap,Smart,1,4,008,"Badly startles the Pokemon in front."
178,BURNUP,Burn up,Smart,6,0,010,"After this move, the user is more easily startled."
191,FIRELASH,Fire Lash,Cool,3,0,003,"The next appeal can be made earlier next turn."
195,MYSTICALFIRE,Mystical Fire,Beauty,3,0,015,"Can be repeatedly used without boring the judge."
#--------------------------------
208,DRAGONASCENT,Dragon Ascent,Beauty,6,0,010,"After this move, the user is more easily startled."
211,BEAKBLAST,Beak Blast,Smart,0,0,027,"User earns double the score in it's next appeal."
215,OBLIVIONWING,Oblivion Wing,Cool,1,0,034,"Earns the same amount as the last appeal."
#--------------------------------
232,MOONGEISTBEAM,Moongeist Beam,Beauty,6,0,010,"After this move, the user is more easily startled."
233,PHANTOMFORCE,Phantom Force,Cool,1,0,002,"Can avoid being startled by others."
234,SPECTRALTHIEF,Spectral Thief,Tough,1,0,034,"Earns the same amount as the last appeal."
235,SHADOWBONE,Shadow Bone,Tough,3,0,021,"The appeal works great if performed last."
237,SPIRITSHACKLE,Spirit Shackle,Smart,1,4,008,"Badly startles the Pokemon in front."
252,TRICKORTREAT,Trick-Or-Treat,Cute,2,1,005,"Startles the Pokemon that appealed before the user."
#---------------------------------
255,SOLARBLADE,Solar Blade,Tough,4,0,001,"Can avoid being startled by others once."
263,PETALBLIZZARD,Petal Blizzard,Beauty,2,2,005,"Badly startles those that have made appeals."
268,TROPKICK,Trop Kick,Tough,1,4,008,"Badly startles the Pokemon in front."
274,LEAHAGE,Leahage,Smart,3,0,013,"Temporarily stops the crowd from growing excited."
282,FORESTSCURSE,Forest's Curse,Smart,2,1,005,"Badly startles those that have made appeals."
284,GRASSYTERRAIN,Grassy Terrain,Beauty,3,0,014,"The appeal works great if performed first."
288,SPIKYSHIELD,Spiky Shield,Tough,1,0,002,"Can avoid being startled by others."
290,STRENGTHSAP,Strength Sap,Smart,2,3,005,"Startles the Pokemon that appealed before the user."
#---------------------------------
294,PRECIPICEBLADES,Precipice Blades,Cool,3,0,021,"The appeal works great if performed last."
296,HIGHHORSEPOWER,High Horsepower,Tough,1,4,008,"Badly startles the Pokemon in front."
298,LANDSWRATH,Land's Wrath,Beauty,2,2,005,"Startles the Pokemon that appealed before the user."
299,THOUSANDARROWS,Thousand Arrows,Beauty,2,1,005,"Startles the Pokemon that appealed before the user."
300,THOUSANDWAVES,Thousand Waves,Tough,3,0,005,"Startles the Pokemon that appealed before the user."
303,STOMPINGTANTRUM,Stomping Tantrum,Tough,1,0,025,"Works well if its the same type as the one before."
315,ROTOTILLER,Rototiller,Tough,1,0,004,"Ups the user's condition.  Helps prevent nervousness."
317,SHOREUP,Shore Up,Tough,1,0,002,"Can avoid being startled by others."
#---------------------------------
322,ICEHAMMER,Ice Hammer,Cool,2,0,014,"The appeal works great if performed first."
